return_id,user_id,order_id,return_rate_30d,return_rate_90d,avg_order_value,time_since_signup_days,return_to_purchase_gap_days,category_return_concentration,order_value,refund_amount,is_fraud
ret_955a8fd1ee,user_b11398d1c3,order_6fd808d993,1.0,1.0,3872.58,635,10,0.6667,4828.91,4723.25,False
ret_436af376aa,user_022aa6e601,order_f76161927a,0.6667,0.75,9613.75,124,1,0.375,4002.32,3376.33,False
ret_f3a501245a,user_022aa6e601,order_747b87981e,0.4286,0.375,9613.75,37,16,0.375,1652.58,1392.3,False
ret_8c93e5f97f,user_022aa6e601,order_d106e8c75b,0.5,0.5,9613.75,160,13,0.375,4503.94,3768.58,False
ret_20f116a833,user_68d70529fe,order_d021b50162,0.1818,0.1818,8973.87,30,19,0.6364,4043.55,3930.9,False
ret_b7ee34095b,user_68d70529fe,order_40c3a1fded,0.1,0.1818,8973.87,70,27,0.6364,3939.37,3340.8,False
ret_e9578d3827,user_216ef33a74,order_023924516c,0.2222,0.2222,11771.05,58,23,0.6667,4078.68,3339.78,False
ret_f160a5cba1,user_216ef33a74,order_2c1f97911a,0.2,0.2,11771.05,344,13,0.6667,14263.29,13146.92,False
ret_45b3c7e833,user_ace1c9f360,order_bd64113283,0.5,0.5,2078.17,311,9,0.5,1299.35,1111.92,False
ret_7e65ac9837,user_0fe85b71f5,order_ed37aa0e42,0.2,0.1667,14482.92,565,25,0.6,4327.19,3523.23,False
ret_96299748bf,user_80b3548558,order_62b4a0595f,0.5,0.3636,7237.33,40,14,0.7273,4289.66,3767.62,False
ret_e06bfa9abf,user_80b3548558,order_24d2d632d7,0.5714,0.3636,7237.33,44,14,0.7273,865.22,751.67,False
ret_c047492ea7,user_80b3548558,order_e86409e7fa,0.4,0.3636,7237.33,32,6,0.7273,3007.31,2637.62,False
ret_43eef56d12,user_80b3548558,order_84c7dcc990,0.3636,0.3636,7237.33,24,10,0.7273,4863.71,4833.22,False
ret_d2b2e99392,user_dafdbaa719,order_f790da929e,0.25,0.25,7705.01,285,13,0.8,2044.66,1879.43,False
ret_cc460d5efd,user_90d2f982a6,order_565fa93680,0.25,0.1667,7973.42,128,30,0.7778,4415.52,4133.52,False
ret_4ec2474c7c,user_90d2f982a6,order_f8e799d477,0.2222,0.2222,7973.42,25,7,0.7778,4143.17,3615.12,False
ret_95ec96db3a,user_e08ffc536c,order_735252ccc2,1.0,0.5,7429.75,201,30,0.5,1644.75,1623.71,False
ret_5dab5d1e2f,user_e08ffc536c,order_6f11e55755,0.4,0.4,7429.75,5,5,0.5,2821.15,2529.92,False
ret_66340fea49,user_e08ffc536c,order_495f46dce7,0.4,0.4,7429.75,10,10,0.5,1347.35,1138.97,False
ret_cdee63039f,user_e08ffc536c,order_66ad0dad1d,0.5,0.4,7429.75,56,30,0.5,4599.62,3879.89,False
ret_4795e2b60c,user_115e7d5de8,order_4628b019d5,0.5,0.5,1292.66,32,21,1.0,1391.52,1165.12,False
ret_bc3ffad60b,user_e75b71a1d0,order_8a881feac1,0.3333,0.0909,6970.61,81,2,0.6364,1555.84,1275.38,False
ret_b32d13e315,user_2c6bc501a6,order_6a3f62afa7,0.5,1.0,10031.3,140,24,0.4286,1681.95,1667.94,False
ret_a253a3c8d4,user_2c6bc501a6,order_a3e28f73ba,0.6667,0.2857,10031.3,72,29,0.4286,4864.39,4492.68,False
ret_b22f27a997,user_8381af1a90,order_d4329ca341,1.0,0.3333,14776.06,541,3,0.5556,4224.53,4054.94,False
ret_6e99b37749,user_8381af1a90,order_96967228ca,0.5,0.4286,14776.06,148,14,0.5556,2234.15,1908.69,False
ret_a72d431558,user_8381af1a90,order_f307a948ce,0.5,0.4,14776.06,275,24,0.5556,31505.64,27573.58,False
ret_0b3a96a028,user_cb4969a217,order_e7b958fe15,1.0,0.5,3614.8,66,17,0.75,3780.34,3383.08,False
ret_48dae638e3,user_cb4969a217,order_a394ed4263,0.5,0.5,3614.8,32,20,0.75,3724.04,3712.93,False
ret_9320df165f,user_c129d6358b,order_ca33b732f2,1.0,0.5,20040.5,51,21,0.5,2026.04,2000.09,False
ret_e6d0405a4b,user_7296d4f07d,order_8def970689,1.0,0.5,8770.29,715,1,0.8182,3699.35,2987.33,False
ret_847ddc5ec7,user_7296d4f07d,order_6b336f18f5,0.25,0.2222,8770.29,254,14,0.8182,4856.76,4484.21,False
ret_7969aaf96e,user_7296d4f07d,order_fb826d26c6,0.2727,0.2727,8770.29,55,21,0.8182,1891.34,1726.96,False
ret_c302cca459,user_33db4194d4,order_c872b75b94,0.4286,0.4286,4039.32,25,11,0.5714,3626.25,3447.63,False
ret_a28bf3c5e7,user_33db4194d4,order_e7e1ad5668,1.0,0.4286,4039.32,50,29,0.5714,1224.96,1054.78,False
ret_fa43106265,user_33db4194d4,order_93ac3a539b,0.5,0.4286,4039.32,36,15,0.5714,4651.71,3986.6,False
ret_b264eec137,user_4d46d4fba6,order_2d4918b055,0.6,0.3,12732.49,48,25,0.4,9441.61,7790.58,False
ret_ce7b973fd7,user_4d46d4fba6,order_766f1d5e70,0.5,0.3,12732.49,45,24,0.4,1027.94,947.95,False
ret_2f25ff58fd,user_4d46d4fba6,order_af06372fd0,0.4286,0.3,12732.49,43,29,0.4,4853.02,4598.04,False
ret_c1404f7109,user_4841c4a967,order_5f099094ed,0.6,0.6,1656.46,29,3,0.8,2018.22,1704.52,False
ret_bb099d0969,user_4841c4a967,order_d20466140c,0.6,0.6,1656.46,32,7,0.8,510.43,438.63,False
ret_dcfd5e36e2,user_4841c4a967,order_b7db30af0f,0.6,0.6,1656.46,39,10,0.8,1667.19,1486.31,False
ret_6b65a7fadf,user_7ce0e9c332,order_e83545972c,0.3333,0.25,19463.2,77,7,0.5,18273.63,17694.26,False
ret_e96cd56ab0,user_53671f3df1,order_8b8b070d5d,0.125,0.125,9191.46,32,29,0.75,804.74,671.64,False
ret_29cc4a5785,user_1bfa779a05,order_84d1de52f0,0.1111,0.1111,9211.0,4,4,0.4444,4874.92,4506.67,False
ret_5e94d56304,user_55591f9a47,order_6f814517f6,0.25,0.25,2533.2,22,21,1.0,4631.96,4569.46,False
ret_e319aedb42,user_c6d282bb36,order_1638adfa37,0.3,0.2727,10702.03,36,17,0.4545,42277.81,40930.14,False
ret_38470d5ee1,user_c6d282bb36,order_ecb511f31e,0.2727,0.2727,10702.03,10,1,0.4545,1276.99,1227.04,False
ret_90bca1b7e4,user_c6d282bb36,order_d26f949820,0.3,0.2727,10702.03,32,22,0.4545,1292.66,1150.0,False
ret_bf56c023e1,user_0400bd6d41,order_a05f63a2b1,0.2,0.3333,6862.96,90,13,0.7778,2159.98,1760.81,False
ret_13dd72bc85,user_0400bd6d41,order_c6e1691153,0.3333,0.3333,6862.96,28,4,0.7778,3161.36,2670.11,False
ret_6866e7caff,user_0400bd6d41,order_4c3febedca,0.3333,0.3333,6862.96,9,9,0.7778,35730.81,32685.81,False
ret_71b5063158,user_d3d593edc8,order_b971d69a5c,0.3333,0.3333,14632.92,541,1,0.5,4075.76,3509.75,False
ret_7dc260a295,user_2eefa44ec5,order_db6228abd4,0.25,0.25,3390.38,141,21,0.6,2443.96,1977.85,False
ret_86ec2a2054,user_58e560e8c0,order_99fb8923dd,0.2,0.1818,16260.58,104,25,0.4545,4002.59,3289.06,False
ret_5cf536d50d,user_58e560e8c0,order_8c589b0829,0.2,0.2,16260.58,481,29,0.4545,2546.94,2283.22,False
ret_43f4e11df4,user_7fb03ad755,order_5872e09de6,0.0909,0.0909,12794.03,21,13,0.5455,3587.01,2969.71,False
ret_5d3c0ebba7,user_07807a1b93,order_ce64db205a,0.5,0.5,28624.57,403,12,0.6667,26127.65,24665.57,False
ret_5aef80f448,user_8c20999736,order_d9456a7094,0.2,0.2,15771.07,368,9,0.4286,2095.41,2061.44,False
ret_743d5e4a64,user_8c20999736,order_d09e10ef5a,0.2857,0.2857,15771.07,166,20,0.4286,3062.67,2814.78,False
ret_306abfa304,user_7358a6ee3d,order_15f9c52893,1.0,0.5,2277.65,284,20,0.875,4001.53,3379.56,False
ret_bc3f7f7663,user_7358a6ee3d,order_4f8a09703d,0.8,0.5,2277.65,40,27,0.875,2048.87,1974.2,False
ret_acb1163c5c,user_7358a6ee3d,order_91f0733373,1.0,0.5,2277.65,51,27,0.875,669.7,546.72,False
ret_b0f7d62c8b,user_7358a6ee3d,order_3de001f11e,0.6667,0.6667,2277.65,169,27,0.875,535.61,520.81,False
ret_5457efd600,user_a393d6fdd8,order_555489e1a2,0.5556,0.4167,11333.47,38,30,0.75,1888.31,1524.79,False
ret_f88e8390d9,user_a393d6fdd8,order_d0d0c7b1c7,0.625,0.4167,11333.47,41,18,0.75,2472.62,2213.1,False
ret_c1e859ee06,user_a393d6fdd8,order_fef404d6f4,0.5,0.4167,11333.47,37,23,0.75,4126.0,3553.09,False
ret_f4ddbb09a5,user_a393d6fdd8,order_4ee7157326,0.4167,0.4167,11333.47,17,11,0.75,1802.23,1704.53,False
ret_e47ff0ebb3,user_a393d6fdd8,order_19ed0c0ca1,0.625,0.4167,11333.47,44,22,0.75,4432.31,3969.9,False
ret_7b71c6eafc,user_e990b50cca,order_a103d989c8,0.5,0.5,12186.32,551,11,0.4286,438.62,416.74,False
ret_7cb66f7207,user_23ad2ea188,order_e5bfee5f8f,0.6667,0.6667,3119.1,6,4,0.6667,1585.09,1345.22,False
ret_11b5948622,user_23ad2ea188,order_2fb82f90c8,0.6667,0.6667,3119.1,21,17,0.6667,4813.37,4166.54,False
ret_700b131fe0,user_6f84a0bb6c,order_c030a1231f,0.3333,0.25,10289.25,46,1,0.75,4617.56,4272.75,False
ret_66ecd00e59,user_baa41627d3,order_e2db468d0c,0.3333,0.75,13484.47,114,30,0.5,2515.11,2137.53,False
ret_d53809a15b,user_baa41627d3,order_eeaa406dc1,0.4286,0.375,13484.47,32,23,0.5,8710.03,8157.74,False
ret_b8b97a7a7f,user_baa41627d3,order_0ec0787cf4,0.375,0.375,13484.47,24,23,0.5,4804.33,4287.22,False
ret_af277342f2,user_054129f201,order_ae4304cb69,0.1429,0.1429,10056.32,24,17,0.5714,2879.91,2612.99,False
ret_fc4aa7929a,user_e7d7651a09,order_2b343a96e3,0.1667,0.1429,24690.38,34,17,0.7143,3681.1,3504.41,False
ret_aa09be1307,user_10368b3463,order_b11e49915e,0.25,0.2,13693.37,123,21,0.3636,1074.72,1058.3,False
ret_6a97e77e82,user_10368b3463,order_e90304ef2f,0.1818,0.1818,13693.37,25,3,0.3636,3682.74,3676.74,False
ret_a684c2a83e,user_e3b2a3eb7c,order_1e5b94e4c3,0.4286,0.375,8367.82,86,12,0.5,2901.06,2434.91,False
ret_4603f595e8,user_e3b2a3eb7c,order_72271be9d2,0.4,0.3333,8367.82,334,15,0.5,1365.89,1222.69,False
ret_b88a27c76c,user_e3b2a3eb7c,order_5065e65da4,0.3333,0.4,8367.82,392,25,0.5,3844.26,3674.11,False
ret_c2c49207b7,user_47750862f2,order_a7a111bc01,0.5,0.3636,9800.64,58,24,0.7273,2791.92,2743.82,False
ret_96a46c863d,user_47750862f2,order_b101afdfba,0.3636,0.3636,9800.64,20,15,0.7273,1856.9,1709.34,False
ret_e2e2c10c5e,user_47750862f2,order_62b47401b2,0.3636,0.3636,9800.64,22,22,0.7273,917.79,758.82,False
ret_7b18e87fe6,user_47750862f2,order_2903755829,0.3636,0.3636,9800.64,26,18,0.7273,1314.88,1144.14,False
ret_8a1a2f3896,user_0411e424fa,order_b06171bc76,0.25,0.25,4100.65,450,14,0.6667,3458.07,2953.48,False
ret_a45d58e790,user_61ee683942,order_15f01f4da6,0.25,0.25,1505.03,18,4,0.5,1812.61,1597.34,False
ret_8fc736d59f,user_7efe57777d,order_d0a4087afa,0.1111,0.1,8851.4,54,28,0.4,603.76,563.28,False
ret_ab11e73cea,user_5dd80f87d4,order_0de534887b,0.4444,0.3333,12760.13,35,20,0.5,31046.23,25910.52,False
ret_2dea67be7f,user_5dd80f87d4,order_162230b243,0.3333,0.3333,12760.13,14,8,0.5,4607.34,4167.22,False
ret_908694bc6e,user_5dd80f87d4,order_cbb7aa59cc,0.5,0.3333,12760.13,40,29,0.5,1218.96,1156.95,False
ret_c17b8a608b,user_5dd80f87d4,order_d9fd2072fa,0.3333,0.3333,12760.13,20,3,0.5,3655.49,3015.85,False
ret_9853e7b5c4,user_90b4dde328,order_87e816ca12,0.125,0.125,9834.59,13,5,0.5,2344.25,2004.83,False
ret_7e6b29ffbe,user_b33ad89ab8,order_16cf648750,0.5,0.5,14614.88,403,12,0.4,1218.4,1037.29,False
ret_a55ee7747d,user_b33ad89ab8,order_21f471be50,0.4286,0.375,14614.88,148,4,0.4,30035.61,24635.66,False
ret_98097e94bd,user_b33ad89ab8,order_37bc4df12e,0.4286,0.375,14614.88,143,5,0.4,2491.58,2224.28,False
ret_f1f9e31002,user_6152b11145,order_858b485d96,0.4,0.25,11668.66,247,2,0.5,3983.59,3348.32,False
ret_85a7e8a87b,user_6152b11145,order_c2bb5563c1,0.5,0.3333,11668.66,373,26,0.5,3767.93,3222.35,False
ret_230b9a9ecc,user_6152b11145,order_1dc7b344d5,0.3,0.3,11668.66,64,4,0.5,3250.85,3088.45,False
ret_b030318839,user_ed8d144553,order_b083e732b3,0.25,0.25,15279.46,29,1,0.5833,4644.06,4228.44,False
ret_bfa7ba37b7,user_ed8d144553,order_9c0b15be60,0.3333,0.25,15279.46,37,7,0.5833,1042.16,934.85,False
ret_c471734cf9,user_ed8d144553,order_de9453a5b1,0.375,0.25,15279.46,46,29,0.5833,3312.76,2654.83,False
ret_ef36722bc1,user_bbe375a5d8,order_a67b817f45,1.0,0.4,14435.52,404,30,0.5,824.22,660.97,False
ret_dac650d674,user_bbe375a5d8,order_4fa0d20ff5,0.3333,0.3333,14435.52,31,28,0.5,2466.19,2117.39,False
ret_3db1e3da26,user_bbe375a5d8,order_965140cfc8,0.5,0.375,14435.52,169,30,0.5,4323.67,3551.58,False
ret_9d692c55db,user_bbe375a5d8,order_e1a93250a7,1.0,0.4,14435.52,402,8,0.5,747.13,604.7,False
ret_7bd55a7ea5,user_a55517a44e,order_fb1c4a8b62,0.1429,0.1429,9458.81,183,24,0.5,2983.14,2615.23,False
ret_049de82852,user_55219acec9,order_37fa5a3f3c,1.0,0.5,11403.62,189,19,0.6667,622.92,519.86,False
ret_d9e8458135,user_55219acec9,order_cb73d3a5f4,0.5,0.5,11403.62,159,2,0.6667,3751.97,3338.27,False
ret_2ce37cd396,user_55219acec9,order_daac46099f,0.5,0.5,11403.62,166,21,0.6667,1931.23,1889.66,False
ret_e60d4deb9b,user_3cb04b9223,order_a4927b61df,0.3,0.3,15688.09,26,7,0.4,43878.06,41085.76,False
ret_4328750c79,user_3cb04b9223,order_f86bfba157,0.375,0.3,15688.09,39,23,0.4,4046.93,3935.76,False
ret_a689c4d7c9,user_3cb04b9223,order_1dc146a7e7,0.5,0.3333,15688.09,133,7,0.4,3099.7,3013.1,False
ret_c24999d87e,user_235e6c4313,order_afa969fe5d,0.125,0.125,24410.36,26,21,0.625,3653.21,3144.48,False
ret_0c5753bec4,user_e007c67420,order_c05871b6a8,0.5,0.5,17553.06,136,2,0.5,1430.48,1300.49,False
ret_bcd955510f,user_9b508f2c1e,order_c734013d0d,0.25,0.25,17749.24,12,5,0.5,55004.44,52909.73,False
ret_1bab7bcd42,user_5ab9211eb5,order_fbb2cce830,1.0,1.0,16785.55,312,7,0.6667,3730.61,3547.85,False
ret_0ed7b954e6,user_5ab9211eb5,order_35dbe19234,1.0,0.6667,16785.55,54,28,0.6667,2321.69,1971.71,False
ret_a68c939c87,user_2fa7d89528,order_3bc352f85c,0.1,0.1,2456.26,25,13,0.8,2000.03,1778.56,False
ret_4ef817dd9e,user_1195137a98,order_bb6b93985d,0.5,0.5,3722.7,30,3,1.0,4285.92,3858.8,False
ret_f961bec74f,user_1195137a98,order_d1e3adce7f,0.5,0.5,3722.7,46,26,1.0,4627.96,4327.52,False
ret_8c9e93f9ce,user_2b748925ea,order_6ff5e98666,0.5,0.5,2829.74,107,7,1.0,2942.29,2872.04,False
ret_90b9da7a6b,user_07b92bddc1,order_18e4d364cc,0.0909,0.0909,6649.15,21,9,0.5455,2179.54,1781.64,False
ret_00e387c44f,user_f75739e211,order_73b9d73ece,0.3636,0.3636,2087.01,18,11,0.8182,3921.16,3315.94,False
ret_481c2df851,user_f75739e211,order_2e4b4170aa,0.3636,0.3636,2087.01,31,4,0.8182,3163.49,2660.87,False
ret_1c2912606f,user_f75739e211,order_efe4401874,1.0,0.2,2087.01,350,21,0.8182,710.5,701.53,False
ret_ce1058ce81,user_f75739e211,order_0725bd83af,0.3636,0.3636,2087.01,10,7,0.8182,2299.88,2168.98,False
ret_b31e817169,user_4f8aa0f9ac,order_a06cfdcf5d,0.3333,0.25,6075.7,55,18,0.75,3616.46,3212.41,False
ret_f3f05422a7,user_59d0f80ca9,order_ced8c24c58,0.5,0.3333,2076.08,376,19,1.0,1884.44,1794.31,False
ret_1e755a240c,user_d92c1f8461,order_0d14c964eb,0.6,0.5,16516.01,204,15,0.625,2363.42,2197.89,False
ret_4bd53a298c,user_d92c1f8461,order_1189ddd86d,0.5,0.5,16516.01,436,8,0.625,4445.78,3879.69,False
ret_ea6bc16859,user_d92c1f8461,order_dbf0b5508c,0.5,0.5,16516.01,11,9,0.625,1836.21,1804.94,False
ret_9f06f52836,user_d92c1f8461,order_f3af4b720c,0.3333,0.5,16516.01,510,13,0.625,4660.26,4167.21,False
ret_a9baf0bab8,user_c8420be39b,order_c9cbd0ecd0,0.2,0.1111,18901.41,52,27,0.4444,2299.12,1867.43,False
ret_14fec7e280,user_202d00c2ea,order_6bb1ba173c,0.0909,0.0909,21121.48,21,21,0.5455,58746.9,51425.92,False
ret_44aff498fc,user_b896b372a4,order_a95756a0cd,0.3333,0.3333,4324.96,243,29,0.3333,1398.71,1132.37,False
ret_395636502b,user_252c5c84ed,order_6e3e87b6d0,1.0,0.3,25843.96,62,25,0.7,45631.42,43846.91,False
ret_5db6c41766,user_252c5c84ed,order_363c3aa34a,0.3,0.3,25843.96,9,9,0.7,838.68,726.97,False
ret_22454e13e5,user_252c5c84ed,order_90dc63420c,0.3,0.3,25843.96,6,1,0.7,53872.08,51025.31,False
ret_8d4da25aeb,user_f2a20a101a,order_58923cfb43,2.0,0.4286,2481.06,47,18,0.8571,540.3,520.33,False
ret_63a5e38c65,user_f2a20a101a,order_c4a99f6e13,0.4286,0.4286,2481.06,2,1,0.8571,2531.07,2516.34,False
ret_1c14abbf20,user_f2a20a101a,order_4e081e6dda,0.4286,0.4286,2481.06,29,29,0.8571,2195.25,2150.85,False
ret_cda6d4c20b,user_3c1267d5ef,order_bc8c34b4b3,0.4,0.3333,2746.09,112,14,0.75,672.98,591.97,False
ret_a25bd7eaa7,user_3c1267d5ef,order_85a317cd04,0.5,0.3333,2746.09,390,12,0.75,3133.88,2743.37,False
ret_fed74cb3b1,user_adad0bb81f,order_a97f12f555,0.2222,0.2222,11902.69,31,26,0.5556,1611.77,1387.72,False
ret_96f8d809a0,user_adad0bb81f,order_db248b95b1,0.5,0.5,11902.69,220,10,0.5556,1067.25,976.51,False
ret_49e55bef12,user_1be57ad9c2,order_6111b9b33a,0.1,0.0909,8884.1,39,10,0.4545,4719.62,4238.93,False
ret_c440e1fb6b,user_bccc12fe02,order_e980dc7a9d,0.5714,0.5,19113.0,43,28,0.625,733.23,652.36,False
ret_4b0c91162e,user_bccc12fe02,order_dafce77257,0.8,0.5,19113.0,48,24,0.625,2385.7,2366.03,False
ret_b156b143d3,user_bccc12fe02,order_dbce35aaeb,0.8,0.5,19113.0,48,29,0.625,50332.91,40318.05,False
ret_473a95d0f3,user_bccc12fe02,order_ed35759d75,0.5,0.5,19113.0,40,25,0.625,36265.61,33424.57,False
ret_1b3ccf74e2,user_c83b8b6ff7,order_9c15af48f4,1.0,1.0,2199.12,309,24,0.75,1901.34,1828.24,False
ret_5b85597a7f,user_9a982d495b,order_020744e173,0.5,0.5,25091.93,375,10,0.5,550.89,453.63,False
ret_9b692ceb0a,user_6fdea13d6f,order_99c125f09c,0.2,0.2,19609.31,18,11,0.5,4728.97,4262.91,False
ret_0a827e04ab,user_6fdea13d6f,order_6bf2dd259b,0.2,0.2,19609.31,18,0,0.5,2262.84,1828.84,False
ret_9e040f2cf5,user_6f3a8a0fde,order_e080b5183f,0.3333,0.2222,25041.73,83,5,0.5556,3382.58,2959.06,False
ret_623c0fe962,user_6f3a8a0fde,order_eeaefd7f7c,0.2857,0.2222,25041.73,42,30,0.5556,3878.22,3403.73,False
ret_043ef9bf2e,user_984df33a10,order_092fc46ab4,0.3333,0.3333,6279.44,29,3,0.6667,1004.51,861.03,False
ret_87a59ec853,user_984df33a10,order_a0c8948451,0.3333,0.3333,6279.44,29,10,0.6667,2265.9,2232.24,False
ret_58b5fd50dc,user_f08e8a3b78,order_905c1499f9,0.4286,0.4286,8343.47,25,14,0.7143,1255.43,1230.77,False
ret_21ea81d2ca,user_f08e8a3b78,order_0e3c0e24ee,0.3333,0.4286,8343.47,81,26,0.7143,2719.96,2716.86,False
ret_16b88e0ff5,user_f08e8a3b78,order_1ca378e148,0.3333,0.2,8343.47,184,12,0.7143,3647.35,3614.45,False
ret_dbfccfa113,user_05b2c9dbbb,order_d1b71143bd,0.5714,0.4444,4181.77,37,19,0.5556,3571.76,2924.5,False
ret_76de3b843a,user_05b2c9dbbb,order_af2ca80981,0.4444,0.4444,4181.77,21,20,0.5556,1393.16,1167.16,False
ret_9bdda94f4d,user_05b2c9dbbb,order_7d8e5d2504,0.4444,0.4444,4181.77,18,7,0.5556,3023.02,2999.76,False
ret_a53edf2981,user_05b2c9dbbb,order_703698dd0b,0.4444,0.4444,4181.77,21,13,0.5556,1133.11,919.54,False
ret_faec781828,user_4b51221615,order_f242618e9f,0.25,0.1818,7088.2,43,29,0.8182,54989.44,49447.15,False
ret_cf3f5de5e4,user_4b51221615,order_27271da6ea,0.2222,0.1818,7088.2,37,27,0.8182,655.49,529.64,False
ret_b42fd5e4c2,user_11673d7a56,order_c6467da6d1,0.3333,0.2,28886.04,79,23,0.6,994.6,810.25,False
ret_9fa1c70214,user_070b7e5a16,order_5bb0fae134,0.5,0.5,10766.97,200,20,0.6667,10197.94,9908.48,False
ret_121b02e672,user_070b7e5a16,order_fa5eaaa4a6,0.25,0.25,10766.97,32,16,0.6667,3888.67,3628.53,False
ret_5a7d2784ce,user_070b7e5a16,order_28a65944ca,0.6,0.25,10766.97,61,25,0.6667,2497.2,2376.66,False
ret_df7c972723,user_e26c2681c1,order_6a35f3caa7,0.6667,0.3333,9758.21,99,1,0.625,1192.58,1182.64,False
ret_ad92d1c8c5,user_e26c2681c1,order_b20aff56fa,0.5,0.6667,9758.21,175,21,0.625,4316.14,3807.88,False
ret_dabf4b79fd,user_36aca8b553,order_825c513556,1.0,0.5,16130.77,441,17,0.4444,1630.47,1395.8,False
ret_184a1e60e5,user_2caa0cb282,order_dc7e1a3336,0.5,0.5,16181.71,23,10,0.5,29327.57,23853.25,False
ret_a1877cae4c,user_2b66d1c047,order_80350e3105,0.3333,0.2,16026.33,250,19,0.5,4082.87,3319.21,False
ret_ed97ded029,user_2b66d1c047,order_fd9870dbb9,0.25,0.2222,16026.33,117,5,0.5,4183.44,4149.54,False
ret_11c38025df,user_339f7a7544,order_1df5b54830,0.125,0.0909,16021.51,40,23,0.4545,4007.01,3563.11,False
ret_7f88b7ad6f,user_66b381891d,order_00c86fafb3,0.1,0.1,2684.71,21,7,0.7,668.64,660.3,False
ret_0df507408f,user_0bf992dec4,order_eb234d45b7,0.2,0.1429,10829.96,394,21,0.4167,3322.0,3319.95,False
ret_a8b03a9b6b,user_0bf992dec4,order_a5ed671a76,0.25,0.25,10829.96,28,5,0.4167,55554.22,49162.73,False
ret_09ca2f2bba,user_0bf992dec4,order_5727b6efa1,0.25,0.25,10829.96,20,5,0.4167,3031.04,3029.45,False
ret_525d2cdb2f,user_e8751e0089,order_b3267ad0cb,0.25,0.25,9888.69,30,26,0.5,3130.5,2713.84,False
ret_b76938b663,user_e8751e0089,order_5447c20778,0.25,0.25,9888.69,166,18,0.5,702.42,689.86,False
ret_98df0ec719,user_724974d763,order_841bd6e3ca,1.0,0.5,3457.0,506,5,1.0,3825.22,3729.47,False
ret_1dd9987168,user_5cca53ff0d,order_8c0b6b9414,0.5,0.5,2751.0,232,25,0.4286,1594.44,1420.37,False
ret_a334473249,user_3b2cb0314d,order_788e314fbb,0.0909,0.0909,5740.77,30,6,0.7273,3484.65,3307.23,False
ret_770fd16fda,user_4ad1cc5444,order_c972b2cf8f,0.125,0.125,6208.66,37,21,0.625,4043.9,3947.41,False
ret_747862b066,user_c7ce3c127e,order_e1fb0f203e,0.3333,0.3333,13701.13,15,8,0.4444,1978.36,1591.84,False
ret_f751d9e3c6,user_c7ce3c127e,order_7cf6af064d,0.5,0.3333,13701.13,70,27,0.4444,2922.8,2790.26,False
ret_7e3124c02e,user_c7ce3c127e,order_6049b26c9d,0.3333,0.3333,13701.13,56,29,0.4444,26086.27,21599.11,False
ret_bbf8661724,user_2d4545b0c3,order_8d09611f16,1.0,0.5,8013.85,147,13,0.3333,3391.0,2851.91,False
ret_35931bd4a4,user_2fcd7bc960,order_5f1fc21a40,0.6667,0.6667,7939.33,556,25,0.5455,4309.16,3517.4,False
ret_fbedcf10c9,user_2fcd7bc960,order_18f22e597d,0.5,0.6667,7939.33,587,3,0.5455,3980.11,3872.63,False
ret_29dc07894f,user_8c726271a0,order_80b21afdf9,0.1667,0.1667,16318.41,25,3,0.3333,1773.17,1729.26,False
ret_a478b5a2e1,user_71567ec01a,order_2acf881de8,0.5,0.5,2019.96,21,18,1.0,2651.25,2323.64,False
ret_ccd7b3e49b,user_541c44fea3,order_342e17cdf2,0.2,0.2,8458.51,32,30,0.7,2680.6,2324.36,False
ret_3e6e77adfb,user_541c44fea3,order_9108a7eef6,0.2,0.1667,8458.51,382,5,0.7,3099.18,2871.7,False
ret_bae3aed133,user_49cd2b9595,order_eea6b73891,0.5714,0.5,14297.2,370,13,0.3636,2865.7,2793.46,False
ret_aa0621bff2,user_49cd2b9595,order_93b9d3b2b6,0.5556,0.5556,14297.2,216,10,0.3636,3220.29,3129.49,False
ret_0086dbbc3a,user_49cd2b9595,order_ba32220368,0.6667,0.6667,14297.2,506,8,0.3636,57079.01,45721.36,False
ret_fbdcdb802b,user_49cd2b9595,order_94cbea3aa7,0.5,1.0,14297.2,596,21,0.3636,19182.13,19107.19,False
ret_0842539844,user_49cd2b9595,order_d031e1e890,0.5714,0.5,14297.2,359,5,0.3636,3921.9,3558.18,False
ret_715a69ab78,user_bbba19263b,order_bec5951793,1.0,1.0,2853.61,339,7,1.0,1142.71,995.97,False
ret_de2952f831,user_bbba19263b,order_6538eca80c,1.0,1.0,2853.61,194,1,1.0,3002.3,2565.72,False
ret_d73bdffe7c,user_8ed391a7a6,order_910f2f8d82,0.375,0.375,5429.85,32,21,0.5,3378.0,2879.84,False
ret_a99f24d5a3,user_8ed391a7a6,order_7128f04517,0.5,0.5,5429.85,592,3,0.5,4669.85,4335.08,False
ret_966acd9835,user_8ed391a7a6,order_147b63b358,0.5,0.375,5429.85,42,12,0.5,1794.64,1614.36,False
ret_ecd7bb5fe9,user_90fa4976f2,order_8b541138f3,0.5,0.5,2272.13,260,19,0.5,1993.7,1951.75,False
ret_e98bf6689a,user_a231ad0174,order_a6c5481249,0.5714,0.4167,9082.05,61,29,0.8333,3775.49,3633.22,False
ret_83db5b15be,user_a231ad0174,order_279912d3f5,0.4,0.4,9082.05,214,24,0.8333,2568.64,2127.26,False
